Z      N      A      Binding_Energy_(MeV)    Q20_total (b)  beta3_total    fileID    Convergence    
116    290    406    -2334.141121            60.220695      0.01           241       YES            
116    292    408    -2333.305706            61.120769      0.01           242       YES            
116    294    410    -2332.242805            61.863658      0.01           243       YES            
118    192    310    -2164.521072            -8.476991      0.01           244       YES            
118    194    312    -2173.908951            -12.527101     0.01           245       YES            
118    196    314    -2183.300386            -22.594857     0.01           246       YES            
118    198    316    -2192.340728            -24.51723      0.01           247       YES            
118    200    318    -2203.699193            -67.266619     0.01           248       YES            
118    202    320    -2212.486726            -68.859346     0.01           249       YES            
118    266    384    -2363.489017            0.833276       0.01           250       YES            
118    268    386    -2363.084958            3.29186        0.01           251       YES            
118    270    388    -2362.925188            -88.86067      0.01           252       YES            
118    272    390    -2363.460028            -89.033904     0.01           253       YES            
118    278    396    -2364.352817            44.7139        0.01           320       YES            
118    280    398    -2364.813478            48.777748      0.01           321       YES            
118    282    400    -2365.140637            51.78731       0.01           322       YES            
118    284    402    -2365.333272            54.176667      0.01           254       YES            
118    286    404    -2365.37426             56.133132      0.01           255       YES            
118    288    406    -2365.086543            57.765256      0.01           256       YES            
118    290    408    -2364.805261            59.117246      0.01           257       YES            
118    292    410    -2364.330264            60.300666      0.01           258       YES            
118    294    412    -2363.662923            61.157358      0.01           259       YES            
118    296    414    -2362.806614            61.847077      0.01           260       YES            
120    166    286    -1995.260396            74.437876      0.01           261       YES            
120    168    288    -2011.935155            75.224576      0.01           262       YES            
120    192    312    -2171.227264            -6.216748      0.01           263       YES            
120    194    314    -2181.275073            -21.604874     0.01           264       YES            
120    196    316    -2191.246282            -24.977224     0.01           265       YES            
120    198    318    -2203.37274             -67.714637     0.01           266       YES            
120    200    320    -2213.240454            -69.318441     0.01           267       YES            
120    204    324    -2229.13376             -47.751403     0.01           268       YES            
120    266    386    -2388.95556             0.579823       0.01           269       YES            
120    268    388    -2389.000932            1.414802       0.01           270       YES            
120    270    390    -2388.990163            5.674984       0.01           271       YES            
120    272    392    -2389.517605            -67.10226      0.01           272       YES            
120    278    398    -2391.806886            43.425506      0.01           323       YES            
120    280    400    -2392.649917            46.989611      0.01           324       YES            
120    282    402    -2393.316046            49.713497      0.01           325       YES            
120    284    404    -2393.806872            52.012492      0.01           273       YES            
120    286    406    -2394.153829            54.095861      0.01           274       YES            
120    288    408    -2394.349608            56.01057       0.01           275       YES            
120    290    410    -2394.410604            57.698554      0.01           276       YES            
120    292    412    -2394.143007            59.089941      0.01           277       YES            
120    294    414    -2393.85691             60.303898      0.01           278       YES            
120    296    416    -2393.391808            61.087809      0.01           279       YES            
