Z      N      A      Binding_Energy_(MeV)    beta2_total    Q20_total (b)  beta3_total    fileID    Convergence    
120    192    312    -2171.286259            -0.366593      -63.273176     0.0            1364      YES            
120    194    314    -2182.398438            -0.370066      -64.696403     0.0            1368      YES            
120    196    316    -2193.084993            -0.373771      -66.196465     0.0            1372      YES            
120    198    318    -2203.360023            -0.377434      -67.714638     0.0            339       YES            
120    200    320    -2213.218802            -0.381351      -69.318441     0.0            360       YES            
120    204    324    -2231.944615            -0.388773      -72.53871      0.0            1376      YES            
120    266    386    -2386.896719            -0.376405      -96.361522     0.0            1380      YES            
120    268    388    -2388.158908            -0.371346      -95.82578      0.0            1384      YES            
120    270    390    -2389.274628            -0.368546      -95.937704     0.0            1388      YES            
120    272    392    -2390.220451            -0.367302      -96.506995     0.0            1392      YES            
120    284    404    -2393.101223            -0.361747      -100.532318    0.0            1396      YES            
120    286    406    -2393.160168            -0.361067      -101.284061    0.0            1400      YES            
120    288    408    -2393.072405            -0.360606      -102.10699     0.0            1404      YES            
120    290    410    -2392.834954            -0.360394      -103.012894    0.0            1408      YES            
120    292    412    -2392.437221            -0.360474      -104.018163    0.0            1412      YES            
120    294    414    -2391.86678             -0.360879      -105.136404    0.0            1416      YES            
120    296    416    -2391.117516            -0.361665      -106.390538    0.0            1420      YES            
