Z      N      A      Energy_new-old(MeV)      beta2_new    beta2_old    beta3_new    fileID    
10     2      12     -0.415484                0.930242     0.000000     -6.570808    2835      
10     4      14     -0.116213                0.009348     0.000000     0.0          2919      
10     6      16     -0.064216                -0.0         -0.000001    -0.0         2963      
10     8      18     -0.058347                -0.000139    -0.000001    -0.0         3007      
10     10     20     -0.051686                0.0          -0.000004    0.0          3098      
10     12     22     -0.044236                0.220846     0.220803     0.000361     3159      
10     14     24     -0.073696                -0.003204    -0.000023    0.0          3272      
10     16     26     -0.128025                -0.000299    -0.000002    0.0          3334      
10     18     28     -0.096985                -0.001116    -0.000001    0.0          3423      
10     20     30     -0.110354                0.001096     -0.000001    8e-06        3479      
10     22     32     -0.145448                0.011499     -0.000004    0.000154     3569      
10     24     34     -0.056655                0.267756     0.258260     0.074483     3659      
10     26     36     -0.116006                0.276317     0.272153     -0.00014     3688      
10     28     38     -0.102479                0.241247     0.235962     0.000124     3792      
10     30     40     -0.060206                0.153257     0.147515     -2e-06       3866      
10     32     42     -0.070194                -0.004144    0.000001     -0.0         3921      
10     34     44     -0.045235                -0.011313    0.000000     0.0          4026      
10     36     46     -0.085635                0.388905     -0.000001    0.225351     4109      
10     38     48     -0.072724                0.19202      0.000000     -2.7e-05     4169      
12     2      14     -1.400939                0.818482     0.000000     7.376069     4257      
12     4      16     -0.06349                 1e-06        -0.000007    -0.0         4343      
12     6      18     -0.109844                0.004217     -0.000015    -7e-06       4359      
12     8      20     -0.065793                0.00027      -0.000002    0.0          4434      
12     10     22     -0.059577                0.239999     0.237361     0.000511     4511      
12     12     24     -0.054549                0.305582     0.304977     0.028049     4642      
12     14     26     -0.095675                0.156399     0.160941     -1.8e-05     4667      
12     16     28     -0.15454                 -0.000766    -0.000003    0.0          4787      
12     18     30     -0.075435                -0.00077     -0.000002    3e-06        4862      
12     20     32     -0.121346                0.000161     -0.000001    2e-06        4949      
12     22     34     -0.138869                0.229105     -0.000005    0.135492     5010      
12     24     36     -0.054656                0.272482     0.272966     0.002854     5038      
12     26     38     -0.052284                0.289611     0.288449     -0.000114    5114      
12     28     40     -0.060027                0.266277     0.265120     -0.001348    5202      
12     30     42     -0.063774                -0.170776    -0.168055    -1.5e-05     5285      
12     32     44     -0.009127                7e-06        -0.000007    0.0          5363      
12     34     46     -0.007576                0.0          -0.000002    0.0          5408      
12     36     48     -0.006227                0.0          -0.000001    -0.0         5483      
12     38     50     -0.013452                0.047779     -0.000003    1e-06        5621      
12     40     52     -0.061309                0.09618      -0.000001    2.5e-05      5682      
14     2      16     -3.31985                 0.77469      0.000000     8.147938     5712      
14     4      18     -0.066442                0.0          -0.000003    -0.0         5783      
14     6      20     -0.073633                2e-06        -0.000004    0.0          5903      
14     8      22     -0.092046                0.00027      -0.000002    -0.0         5994      
14     10     24     -0.095415                -0.005224    -0.000025    1.3e-05      6002      
14     12     26     -0.088796                0.167672     0.171877     -7e-06       6140      
14     14     28     -0.070096                0.142122     -0.118655    -0.021433    6183      
14     16     30     -0.079339                -0.000508    -0.000003    -0.0         6243      
14     18     32     -0.107432                -0.000517    -0.000001    -0.0         6332      
14     20     34     -0.079173                4.3e-05      -0.000001    0.0          6389      
14     22     36     -0.12993                 0.000522     -0.000004    2e-06        6463      
14     24     38     -0.058337                0.193207     0.195363     -0.000389    6539      
14     26     40     -0.04497                 0.222134     0.223014     0.000197     6675      
14     28     42     -0.01416                 -0.196144    -0.196278    0.005921     6728      
14     30     44     -0.011807                -0.167858    -0.167859    0.000138     6803      
14     32     46     -0.013809                -0.000541    -0.000002    -0.0         6832      
14     34     48     -0.014471                -0.001261    -0.000001    -0.0         6921      
14     36     50     -0.030466                0.001629     -0.000001    3e-06        7001      
14     38     52     -0.025783                0.002765     0.000000     -3e-06       7090      
14     40     54     -0.005302                -0.002819    0.000000     -1e-06       7192      
16     4      20     -0.654879                0.851941     -0.000003    3.437335     7260      
16     6      22     -0.074381                -0.0         -0.000003    0.0          7283      
16     8      24     -0.076704                0.000547     -0.000001    -0.0         7389      
16     10     26     -0.064308                0.0          -0.000004    -0.0         7433      
16     12     28     -0.099329                -0.000191    -0.000004    6e-06        7519      
16     14     30     -0.098838                -0.001003    -0.000003    3e-06        7577      
16     16     32     -0.092474                -0.000632    -0.000002    0.0          7697      
16     18     34     -0.111019                7.6e-05      -0.000001    -0.0         7739      
16     20     36     -0.08855                 3.1e-05      -0.000001    2e-06        7814      
16     22     38     -0.133907                0.001035     -0.000001    4.2e-05      7904      
16     24     40     -0.016923                0.137793     0.138028     0.00361      8009      
16     26     42     -0.017383                0.170403     0.170398     4e-05        8048      
16     28     44     -0.016051                -0.142175    -0.143299    0.01257      8137      
16     30     46     -0.017227                -0.134187    -0.134486    0.001044     8229      
16     32     48     -0.02717                 -0.00011     -0.000002    1e-06        8317      
16     34     50     -0.008266                -0.0         -0.000001    -0.0         8378      
16     36     52     -0.00675                 -0.0         0.000000     -0.0         8408      
16     38     54     -0.012944                -9.8e-05     0.000000     -1e-06       8512      
16     40     56     -0.024745                -0.001803    0.000000     -4e-06       8586      
16     42     58     -0.050854                -0.003611    -0.000003    0.0          8677      
16     44     60     -0.024828                0.176529     0.165024     -0.000223    8712      
16     46     62     -0.054923                0.219077     0.206492     -0.000127    8832      
16     48     64     -0.090657                0.231023     0.214324     -7.4e-05     8922      
18     6      24     -1.251712                1.030535     -0.000001    6.217866     8955      
18     8      26     -0.068323                -0.0         -0.000001    -0.0         9068      
18     10     28     -0.062138                -0.0         -0.000002    0.0          9128      
18     12     30     -0.121217                0.000746     -0.000003    -0.0         9225      
18     14     32     -0.116778                0.000265     -0.000002    5e-06        9240      
18     16     34     -0.119882                5.9e-05      -0.000002    0.0          9314      
18     18     36     -0.098134                0.000119     -0.000001    -0.0         9390      
18     20     38     -0.074444                8.3e-05      -0.000001    -2e-06       9464      
18     22     40     -0.047626                0.001319     -0.000001    4.4e-05      9552      
18     24     42     -0.020605                0.000717     -0.000001    -1.6e-05     9653      
18     26     44     -0.018414                0.001448     -0.000012    -6.3e-05     9744      
18     28     46     -0.031987                0.001373     -0.000015    -0.0         9762      
18     30     48     -0.012                   5.7e-05      -0.000006    -0.0         9893      
18     32     50     -0.016744                1.1e-05      -0.000001    1e-06        9967      
18     34     52     -0.009139                -1.5e-05     0.000000     -0.0         9997      
18     36     54     -0.008121                4.9e-05      -0.000001    -1e-06       10119     
18     38     56     -0.031251                -1e-05       0.000000     0.0          10177     
18     40     58     -0.004499                -0.0         0.000000     -1e-06       10238     
18     42     60     -0.003707                -1e-06       0.000000     0.0          10328     
18     44     62     -0.079139                0.057201     0.000017     -7.8e-05     10392     
18     46     64     -0.0196                  0.132661     0.126794     -0.00099     10466     
18     48     66     -0.079017                0.160689     0.151403     3.1e-05      10542     
18     50     68     -0.061254                -0.14716     -0.138724    -8.8e-05     10608     
18     52     70     -0.094255                -0.15766     -0.146335    3.2e-05      10698     
18     54     72     -0.121189                -0.152867    -0.133999    -2.2e-05     10758     
18     56     74     -0.225294                -0.123467    -0.000012    1.2e-05      10818     
20     8      28     -0.556615                1.07413      -0.000001    6.773351     10935     
20     10     30     -0.068464                -0.001031    -0.000002    0.0          11017     
20     12     32     -0.07596                 -0.0013      -0.000002    -2e-06       11074     
20     14     34     -0.054852                0.000384     -0.000002    0.0          11113     
20     16     36     -0.040141                4e-06        -0.000001    0.0          11198     
20     18     38     -0.033807                0.000141     -0.000001    -2e-06       11303     
20     20     40     -0.03846                 1.9e-05      0.000000     0.0          11338     
20     22     42     -0.040382                0.02874      -0.000001    -0.004371    11467     
20     24     44     -0.020165                -0.0         -0.000001    -0.0         11483     
20     26     46     -0.01705                 0.00126      -0.000001    -3.8e-05     11603     
20     28     48     -0.014195                2.4e-05      -0.000001    -0.0         11678     
20     30     50     -0.018995                2.5e-05      0.000000     2e-06        11752     
20     32     52     -0.01113                 -5.6e-05     0.000000     0.0          11842     
20     34     54     -0.017165                -6.3e-05     0.000000     -0.0         11872     
20     36     56     -0.006638                -0.0         0.000000     -1e-06       11993     
20     38     58     -0.005426                1e-06        0.000000     2e-06        12053     
20     40     60     -0.023974                1e-06        0.000000     0.0          12113     
20     42     62     -0.00366                 0.0          0.000000     -0.0         12188     
20     44     64     -0.004057                -7.2e-05     0.000000     0.0          12247     
20     46     66     -0.006592                0.00017      0.000000     1e-06        12309     
20     48     68     -0.012636                -0.002815    0.000000     -1e-06       12425     
20     50     70     -0.003168                -0.005359    0.000000     -0.0         12486     
20     52     72     -0.001398                -0.0         0.000000     -0.0         12533     
20     54     74     -0.015161                -0.003322    0.000000     0.0          12667     
20     56     76     -0.000949                0.0          0.000000     -0.0         12728     
20     58     78     -0.00078                 0.0          0.000000     0.0          12803     
20     60     80     -0.00704                 0.001959     0.000000     -0.0         12864     
20     62     82     -0.000533                -0.0         0.000000     -0.0         12938     
22     12     34     -0.076113                0.173026     0.165562     0.006933     13035     
22     14     36     -0.111856                0.101362     -0.000011    -0.035117    13120     
22     16     38     -0.093909                0.000592     -0.000006    -0.0         13196     
22     18     40     -0.105689                -8e-06       -0.000002    -0.0         13213     
22     20     42     -0.089469                -1.3e-05     -0.000001    0.0          13304     
22     22     44     -0.063261                0.023385     -0.000002    -0.003137    13422     
22     24     46     -0.019471                -0.0         -0.000004    -0.0         13433     
22     26     48     -0.016534                0.001827     -0.000004    -6.4e-05     13568     
22     28     50     -0.018151                3.7e-05      -0.000001    1e-06        13614     
22     30     52     -0.027764                0.006751     0.000000     0.000435     13717     
22     32     54     -0.009458                3e-06        -0.000001    -0.0         13793     
22     34     56     -0.007797                4e-06        -0.000002    0.0          13823     
22     36     58     -0.006397                -0.0         0.000000     -0.0         13883     
22     38     60     -0.005827                3.1e-05      0.000000     -1e-06       14019     
22     40     62     -0.004295                0.0          0.000000     1e-06        14093     
22     42     64     -0.028613                -0.000377    0.000000     -1e-06       14105     
22     44     66     -0.037834                -0.001295    0.000001     -1e-06       14239     
22     46     68     -0.05121                 -0.001666    -0.000008    -7e-06       14255     
22     48     70     -0.040328                -0.002164    -0.000005    -6e-06       14375     
22     50     72     -0.011466                0.005504     0.000000     0.000261     14426     
22     52     74     -0.020383                -0.027725    -0.000001    1.9e-05      14523     
22     54     76     -0.04696                 -0.050358    -0.000004    -2.4e-05     14613     
22     56     78     -0.016181                0.002749     0.000000     -4e-06       14649     
22     58     80     -0.00075                 -0.0         0.000000     0.0          14708     
22     60     82     -0.000614                0.0          0.000000     -0.0         14783     
22     62     84     -0.000515                0.0          0.000000     0.0          14858     
22     64     86     -0.007379                0.00328      0.000000     -1e-06       14979     
24     12     36     -0.083721                0.310542     0.302712     1.7e-05      15060     
24     14     38     -0.071153                0.236944     0.236148     0.003438     15088     
24     16     40     -0.046725                0.177748     0.177959     -5.6e-05     15165     
24     18     42     -0.091381                0.001253     -0.000012    -3e-05       15238     
24     20     44     -0.121005                0.00027      -0.000001    -0.0         15345     
24     22     46     -0.081328                0.002371     -0.000002    0.000104     15402     
24     24     48     -0.021693                0.210718     0.211060     -0.005391    15519     
24     26     50     -0.025575                0.193091     0.193380     0.002299     15592     
24     28     52     -0.012887                0.11938      0.117911     0.011502     15668     
24     30     54     0.000321                 0.113469     0.110680     -0.001322    15741     
24     32     56     0.009553                 0.108804     0.108304     0.000489     15775     
24     34     58     0.000391                 0.089227     0.087252     -0.000173    15894     
24     36     60     -0.006302                0.000481     -0.000087    0.0          15924     
24     38     62     -0.005146                5.2e-05      0.000000     1e-06        16014     
24     40     64     -0.015593                -0.000362    0.000000     0.0          16099     
24     42     66     -0.075334                -0.000247    0.000000     1e-06        16145     
24     44     68     -0.018515                0.095391     0.093175     0.002574     16257     
24     46     70     -0.014058                0.154492     0.154764     0.000171     16300     
24     48     72     -0.016019                0.116597     0.118197     0.00017      16410     
24     50     74     -0.016114                0.003489     0.000000     0.000168     16466     
24     52     76     -0.119624                0.044123     0.000005     6.4e-05      16530     
24     54     78     -0.101803                0.086977     0.072074     0.000357     16605     
24     56     80     -0.007892                0.00358      0.000002     0.0          16659     
24     58     82     -0.021285                -0.001388    0.000000     -0.0         16747     
24     60     84     -0.000589                0.0          0.000000     0.0          16808     
24     62     86     -0.00048                 1e-06        0.000000     1e-06        16928     
24     64     88     -0.006953                -0.000488    0.000000     -1e-06       16959     
24     66     90     -0.000304                2e-06        -0.000006    1e-06        17048     
26     14     40     -0.106448                0.274226     0.270451     -0.000102    13        
26     16     42     -0.065605                0.2179       0.217333     -0.00019     87        
26     18     44     -0.084911                0.041723     0.045525     0.001043     207       
26     20     46     -0.106647                0.001494     -0.000001    8.1e-05      269       
26     22     48     -0.07589                 -0.000386    -0.000002    0.0          352       
26     24     50     -0.017599                0.197126     0.197131     -2.1e-05     443       
26     26     52     -0.005571                0.181284     0.180971     -6.2e-05     459       
26     28     54     -0.007542                0.084813     0.086241     0.000554     552       
26     30     56     -0.010646                0.113556     0.113866     5e-06        609       
26     32     58     -0.009066                0.126502     0.126752     -0.000589    729       
26     34     60     0.002726                 0.111402     0.110486     -7.5e-05     759       
26     36     62     -0.006692                -0.060889    -0.061002    2.4e-05      894       
26     38     64     -0.010973                -0.000316    0.000000     1e-06        935       
26     40     66     -0.030472                -0.000264    0.000000     -0.0         1039      
26     42     68     -0.075953                -0.000295    0.000000     1e-06        1070      
26     44     70     -0.018461                -0.00117     0.000000     0.0          1160      
26     46     72     -0.012776                0.122734     0.122808     -8e-05       1210      
26     48     74     -0.055693                -0.002093    -0.000002    5.8e-05      1292      
26     50     76     -0.014433                -0.001804    0.000000     -0.000227    1367      
26     52     78     -0.036623                0.009158     -0.000002    -4e-06       1436      
26     54     80     -0.105326                0.071978     0.053751     0.000126     1530      
26     56     82     -0.009753                0.002514     -0.000005    -0.0         1584      
26     58     84     -0.006645                -0.001119    0.000000     -1e-06       1672      
26     60     86     -0.000658                -0.00066     0.000000     1e-06        1762      
26     62     88     -0.000458                -3e-06       0.000000     0.0          1823      
26     64     90     -0.000356                -9e-06       -0.000003    -0.0         1898      
26     66     92     -0.008504                -0.001619    -0.000002    3e-06        1989      
26     68     94     -0.000267                -0.0         0.000000     -1e-06       2093      
28     14     42     -0.108232                -0.248535    -0.244874    0.000315     2119      
28     16     44     -0.048754                -0.200128    -0.199317    0.00225      2210      
28     18     46     -0.036699                -0.094386    -0.083391    1.5e-05      2296      
28     20     48     -0.026099                -0.001159    -0.000001    0.0          2359      
28     22     50     -0.019564                3.7e-05      -0.000006    0.0          2468      
28     24     52     -0.016367                0.131284     0.131296     -0.00016     2543      
28     26     54     -0.013776                0.090504     0.090527     -0.000456    2603      
28     28     56     -0.011602                3.6e-05      -0.000001    -0.0         2663      
28     30     58     -0.009982                0.000618     -0.000001    -1.9e-05     2739      
28     32     60     -0.013042                -0.00204     -0.000001    -9e-06       2812      
28     34     62     -0.020812                -0.098401    -0.099170    0.003282     2869      
28     36     64     -0.02972                 -0.073351    -0.075111    0.000394     2959      
28     38     66     -0.038979                -0.000235    0.000000     1e-06        3065      
28     40     68     -0.008962                -0.000127    0.000000     -1e-06       3080      
28     42     70     -0.015174                -0.00033     0.000000     -0.0         3155      
28     44     72     -0.018458                -0.000797    0.000000     -0.0         3244      
28     46     74     -0.031236                0.005122     -0.000005    -0.000161    3362      
28     48     76     -0.047737                -0.000822    0.000000     1.1e-05      3437      
28     50     78     -0.006232                0.000383     0.000000     4e-06        3522      
28     52     80     -0.016424                0.003639     0.000000     1.4e-05      3537      
28     54     82     -0.017549                0.008353     0.000000     0.000166     3671      
28     56     84     -0.005082                0.006748     0.000000     0.0          3686      
28     58     86     -0.009399                0.000953     0.000000     -3e-06       3804      
28     60     88     -0.000522                -1e-06       0.000000     0.0          3848      
28     62     90     -0.003433                -0.007029    0.000000     2e-06        3967      
28     64     92     -0.005947                -0.066301    -0.066136    3.8e-05      3997      
28     66     94     -0.000672                -0.001795    -0.000003    -3e-06       4074      
28     68     96     -0.000228                -0.0         0.000000     0.0          4133      
28     70     98     -0.005757                -7.7e-05     0.000000     0.0          4207      
28     72     100    -0.006818                -0.0002      0.000000     0.0          4282      
28     74     102    -0.009934                0.238049     0.236266     -6.5e-05     4404      
28     76     104    -0.000718                0.239767     0.238092     4.1e-05      4494      
28     78     106    -0.025736                0.239374     0.234273     -6.1e-05     4570      
30     18     48     -0.21828                 -0.093427    -0.000007    5.2e-05      4606      
30     20     50     -0.040982                0.001786     -0.000001    1.6e-05      4662      
30     22     52     -0.017581                0.000311     -0.000001    -4e-06       4778      
30     24     54     -0.014938                0.128731     0.128723     -8.2e-05     4868      
30     26     56     -0.012454                0.126705     0.126702     8e-05        4899      
30     28     58     -0.022171                0.001511     -0.000001    7e-05        5022      
30     30     60     -0.029678                -0.002249    -0.000010    4e-06        5060      
30     32     62     -0.015268                0.147556     0.147146     0.000458     5111      
30     34     64     -0.007191                -0.162737    -0.162899    0.00033      5226      
30     36     66     -0.004823                -0.135779    -0.135783    0.000668     5288      
30     38     68     -0.006444                -0.000938    0.000000     5e-06        5390      
30     40     70     -0.009602                -0.000423    0.000000     2e-06        5419      
30     42     72     -0.050149                -0.000638    0.000000     -0.0         5525      
30     44     74     -0.03299                 0.103249     0.104830     0.000422     5595      
30     46     76     -0.020087                0.137837     0.138535     3.4e-05      5655      
30     48     78     -0.029476                0.101992     0.103108     5.4e-05      5760      
30     50     80     -0.04147                 0.002713     0.000000     0.000155     5816      
30     52     82     -0.040838                0.107849     0.109315     0.001103     5921      
30     54     84     -0.047998                0.147695     0.147996     0.000408     5954      
30     56     86     -0.036315                0.162321     0.162178     0.002281     6043      
30     58     88     -0.039613                0.156781     0.155644     0.000947     6132      
30     60     90     -0.021498                0.146129     0.143582     0.000764     6177      
30     62     92     -0.010152                -0.174351    -0.173148    -3.2e-05     6290      
30     64     94     -0.000344                -0.174279    -0.174279    0.000537     6338      
30     66     96     -0.023486                0.266183     0.261730     0.00065      6448      
30     68     98     -0.020876                0.256806     0.256408     0.000137     6519      
30     70     100    -0.000157                0.237702     0.237701     0.000256     6593      
30     72     102    -0.00016                 0.212635     0.212635     -0.000112    6668      
30     74     104    -0.000107                0.188366     0.188363     -0.000141    6743      
30     76     106    -0.000121                0.159882     0.159884     -0.00016     6818      
30     78     108    -0.000696                0.154581     0.152979     -6e-06       6864      
30     80     110    -0.075564                0.166673     0.158946     8.2e-05      6925      
30     82     112    -0.185896                0.176531     0.163407     7.5e-05      7019      
30     84     114    -0.288733                0.17141      0.155680     0.000346     7079      
32     22     54     -0.015686                0.0          -0.000002    0.0          7133      
32     24     56     -0.013379                0.12856      0.128548     -0.00016     7268      
32     26     58     -0.013518                0.143518     0.143690     -4.7e-05     7329      
32     28     60     -0.009418                0.0          -0.000003    -0.0         7358      
32     30     62     -0.021498                0.154555     0.154448     -7.7e-05     7435      
32     32     64     -0.020158                0.18724      0.187120     0.002524     7526      
32     34     66     -0.005634                -0.205101    -0.205214    0.000191     7597      
32     36     68     -0.014253                -0.187489    -0.186586    -0.000208    7696      
32     38     70     -0.020541                -0.160577    -0.159206    2e-05        7772      
32     40     72     -0.002938                0.0          0.000000     -0.0         7808      
32     42     74     -0.040476                -0.00137     -0.000001    -4e-06       7877      
32     44     76     -0.036875                0.141642     0.142011     0.000366     7980      
32     46     78     -0.034677                0.163722     0.161659     0.020768     8083      
32     48     80     -0.045663                0.140548     0.141166     0.000959     8145      
32     50     82     -0.050093                0.099843     0.099271     -5e-06       8250      
32     52     84     -0.046258                0.139461     0.139739     0.001831     8277      
32     54     86     -0.056594                0.174587     0.174737     0.001366     8369      
32     56     88     -0.039669                0.194635     0.194697     0.000658     8459      
32     58     90     -0.059465                0.197495     0.197143     -2.9e-05     8548      
32     60     92     -0.027517                -0.210452    -0.209883    8.3e-05      8613      
32     62     94     -0.021485                -0.209659    -0.209457    0.000342     8676      
32     64     96     -0.003317                -0.209528    -0.209467    0.0          8707      
32     66     98     -0.017824                -0.210392    -0.210392    0.000194     8827      
32     68     100    -0.000186                -0.208029    -0.208200    0.006657     8888      
32     70     102    -0.000163                0.23832      0.238319     0.000141     8993      
32     72     104    -0.000128                0.212945     0.212946     -9e-06       9068      
32     74     106    -0.00025                 0.183505     0.183991     -7.8e-05     9142      
32     76     108    -0.00321                 0.154051     0.154614     0.000114     9217      
32     78     110    -7.7e-05                 0.138595     0.138592     0.000151     9293      
32     80     112    -0.020159                0.143201     0.137129     4e-05        9340      
32     82     114    -0.107527                0.152893     0.144675     -1.5e-05     9400      
32     84     116    -0.209405                0.162052     0.147344     -0.000189    9523      
32     86     118    -0.293689                0.152388     0.136223     0.000125     9553      
32     88     120    -0.433588                -0.144483    -0.136159    8e-06        9619      
34     24     58     -0.011952                0.104475     0.104458     -0.00011     9728      
34     26     60     -0.01019                 0.126937     0.126895     0.000273     9789      
34     28     62     -0.010584                -0.132787    -0.132510    -0.000751    9882      
34     30     64     -0.028611                -0.176087    -0.175880    0.003114     9904      
34     32     66     -0.03158                 -0.209416    -0.209368    0.000121     9980      
34     34     68     -0.007949                -0.225032    -0.224767    -7.7e-05     10055     
34     36     70     -0.026334                -0.213644    -0.212909    -0.000231    10128     
34     38     72     -0.02362                 -0.181307    -0.180155    -7.1e-05     10232     
34     40     74     -0.044446                -0.178853    -0.178848    1.8e-05      10323     
34     42     76     -0.062358                -0.002485    0.000013     2.7e-05      10352     
34     44     78     -0.052471                0.123303     0.123556     0.003365     10484     
34     46     80     -0.048688                0.148036     0.149027     -0.002293    10513     
34     48     82     -0.047377                0.133361     0.128704     0.023715     10604     
34     50     84     -0.051893                0.081157     0.080965     0.000424     10725     
34     52     86     -0.051021                0.125076     0.125375     2.3e-05      10739     
34     54     88     -0.051121                0.167356     0.167562     1.4e-05      10814     
34     56     90     -0.021388                0.195099     0.195094     0.001981     10920     
34     58     92     -0.023149                -0.217469    -0.217478    -0.000137    10968     
34     60     94     -0.014476                -0.230221    -0.230383    0.000127     11046     
34     62     96     -0.020775                -0.229378    -0.229910    0.011844     11167     
34     64     98     -0.000303                -0.224962    -0.225203    0.00835      11213     
34     66     100    -0.00027                 -0.222936    -0.223633    0.014152     11288     
34     68     102    -0.000184                -0.224067    -0.224118    0.003858     11363     
34     70     104    -0.000165                -0.219417    -0.219584    0.006851     11453     
34     72     106    -0.000116                0.236806     0.236805     -2.6e-05     11528     
34     74     108    -0.006171                0.189598     0.189286     -0.000203    11589     
34     76     110    -0.008535                0.132961     0.132977     3e-06        11634     
34     78     112    -0.000126                0.112358     0.112356     -0.00032     11768     
34     80     114    -8.9e-05                 0.075091     0.075089     0.000193     11843     
34     82     116    -5.3e-05                 2.4e-05      0.000000     -0.0         11873     
34     84     118    -0.156179                0.071016     0.054038     3.1e-05      11998     
34     86     120    -0.221034                0.118408     0.107514     3.2e-05      12073     
34     88     122    -0.341016                -0.134913    -0.127743    -6.1e-05     12094     
34     90     124    -0.395564                -0.142105    -0.132723    -3.3e-05     12199     
34     92     126    -0.379222                -0.136112    -0.121211    -5e-05       12244     
36     26     62     -0.023712                -0.080862    -0.080615    -7.2e-05     12370     
36     28     64     -0.007513                -0.102407    -0.102405    0.000325     12413     
36     30     66     -0.02115                 -0.148878    -0.148875    6.1e-05      12520     
36     32     68     -0.013229                -0.195957    -0.196145    -3e-05       12595     
36     34     70     -0.001025                -0.221115    -0.221208    0.000122     12654     
36     36     72     -0.007014                -0.184822    -0.184303    -3.3e-05     12708     
36     38     74     -0.023842                -0.151255    -0.150679    0.000293     12791     
36     40     76     -0.026171                0.000119     0.000000     1.5e-05      12851     
36     42     78     -0.081482                -0.000938    0.000002     1.4e-05      12962     
36     44     80     -0.066045                0.076293     0.077426     -0.002244    13004     
36     46     82     -0.052059                0.105719     0.107261     -0.001244    13064     
36     48     84     -0.058064                0.084816     0.082385     0.012995     13153     
36     50     86     -0.040238                -0.002454    0.000000     5.8e-05      13217     
36     52     88     -0.040688                0.087138     0.087341     0.004438     13319     
36     54     90     -0.039101                0.133641     0.131829     0.014197     13393     
36     56     92     -0.04989                 0.175041     0.174777     0.00145      13499     
36     58     94     -0.023993                -0.219654    -0.219591    3.5e-05      13518     
36     60     96     -0.006137                -0.246319    -0.247533    0.018075     13642     
36     62     98     -0.000318                -0.247534    -0.247550    0.002381     13688     
36     64     100    -0.017777                0.357252     0.356447     0.001774     13755     
36     66     102    -0.015074                0.342476     0.342586     0.001329     13852     
36     68     104    -0.000191                0.329127     0.329127     -6.8e-05     13943     
36     70     106    0.0031                   0.317596     0.315528     5.8e-05      13977     
36     72     108    -0.011039                0.304997     0.299707     0.000166     14039     
36     74     110    -8e-05                   -0.137351    -0.137352    0.000381     14168     
36     76     112    -0.001759                0.071376     0.071484     4e-06        14184     
36     78     114    -6.3e-05                 0.066333     0.066332     5e-06        14318     
36     80     116    -0.002666                -0.000397    0.000000     -0.0         14394     
36     82     118    -4.4e-05                 0.0          0.000000     0.0          14408     
36     84     120    -0.1055                  0.038826     0.000018     -8e-06       14502     
36     86     122    -0.155791                0.091426     0.078958     0.000142     14593     
36     88     124    -0.239999                -0.108417    -0.100103    -2.8e-05     14659     
36     90     126    -0.307026                -0.117342    -0.107382    3e-05        14734     
36     92     128    -0.313294                -0.109496    -0.098075    -5e-06       14810     
36     94     130    -0.266429                -0.086995    0.000001     -1.9e-05     14885     
36     96     132    -0.148066                -0.00729     0.000000     2e-06        14931     
38     28     66     -0.006648                -0.0         0.000000     -0.0         15038     
