Z      N      A      Binding_Energy_(MeV)    Q20_T          Q30_T          fileID                Convergence    
98     224    322    -2022.605701            41.66369       -0.006489      blockblock7-009099    YES            
98     226    324    -2021.438468            40.751373      -0.006081      blockblock7-009174    YES            
98     228    326    -2020.242883            39.587676      0.002597       blockblock7-009249    YES            
98     230    328    -2019.047611            38.282926      0.005045       blockblock7-009324    YES            
98     232    330    -2017.603745            37.025486      0.020962       blockblock7-009448    YES            
98     234    332    -2015.597702            35.534286      9.9e-05        blockblock7-009463    YES            
98     236    334    -2013.217942            33.68315       -2e-06         blockblock7-009598    YES            
98     238    336    -2010.871012            31.59355       -0.003366      blockblock7-009613    YES            
98     240    338    -2009.16908             -26.912999     0.00054        blockblock7-009739    YES            
98     242    340    -2007.890982            -25.520762     8.2e-05        blockblock7-009754    YES            
98     244    342    -2006.541166            -24.122399     -0.000909      blockblock7-009844    YES            
98     246    344    -2004.814079            -22.323809     0.001272       blockblock7-009964    YES            
98     248    346    -2002.72921             -19.916828     -9.1e-05       blockblock7-010024    YES            
98     250    348    -2000.654196            -16.909562     0.000631       blockblock7-010069    YES            
98     252    350    -1998.521444            -13.163215     0.001682       blockblock7-010160    YES            
98     254    352    -1996.33438             -8.048977      0.000199       blockblock7-010265    YES            
98     256    354    -1994.607202            0.100508       -0.002385      blockblock7-010326    YES            
98     258    356    -1992.339213            -0.039278      0.001529       blockblock7-010356    YES            
98     260    358    -1987.370248            4.358236       -0.050079      blockblock7-010482    YES            
98     262    360    -1981.800127            9.170009       2.572283       blockblock7-010542    YES            
100    126    226    -1660.367384            0.855563       1.370861       blockblock7-010642    YES            
100    128    228    -1677.037567            3.199684       2.27196        blockblock7-010687    YES            
100    130    230    -1693.817454            8.452518       3.478831       blockblock7-010763    YES            
100    132    232    -1710.976848            14.451697      4.307202       blockblock7-010823    YES            
100    134    234    -1728.576332            23.649635      -0.003536      blockblock7-010899    YES            
100    136    236    -1746.406787            25.584976      -0.002133      blockblock7-011004    YES            
100    138    238    -1763.778286            26.971837      -2.4e-05       blockblock7-011079    YES            
100    140    240    -1780.711923            28.35799       0.000229       blockblock7-011169    YES            
100    142    242    -1797.048295            29.663836      0.000313       blockblock7-011199    YES            
100    144    244    -1812.583948            30.847614      0.001639       blockblock7-011289    YES            
100    146    246    -1827.355827            31.769783      -0.001243      blockblock7-011334    YES            
100    148    248    -1841.442073            32.304261      -0.00203       blockblock7-011424    YES            
100    150    250    -1854.800995            32.624487      -0.004855      blockblock7-011514    YES            
100    152    252    -1867.117186            32.911912      -0.003369      blockblock7-011574    YES            
100    154    254    -1878.525345            33.087472      -0.007332      blockblock7-011664    YES            
100    156    256    -1889.448608            32.932876      -0.00307       blockblock7-011724    YES            
100    158    258    -1899.961427            32.309434      0.000105       blockblock7-011814    YES            
100    160    260    -1910.186609            31.257274      0.00085        blockblock7-011889    YES            
100    162    262    -1919.845699            30.251473      0.517856       blockblock7-011964    YES            
100    164    264    -1928.167143            28.596155      0.001272       blockblock7-012024    YES            
100    166    266    -1936.007513            26.717471      0.001391       blockblock7-012114    YES            
100    168    268    -1943.981933            27.436808      2.067578       blockblock7-012204    YES            
100    170    270    -1952.256519            -21.188102     -0.002023      blockblock7-012228    YES            
100    172    272    -1961.37795             -20.089834     0.000192       blockblock7-012363    YES            
100    174    274    -1969.480318            -17.973594     0.002832       blockblock7-012424    YES            
100    176    276    -1977.590975            -15.656644     0.003533       blockblock7-012484    YES            
100    178    278    -1985.294776            -13.052132     -0.000438      blockblock7-012574    YES            
100    180    280    -1992.132769            -9.09592       0.000219       blockblock7-012604    YES            
100    182    282    -1999.225779            2.264013       1.714434       blockblock7-012711    YES            
100    184    284    -2006.300049            1.005396       2.362033       blockblock7-012800    YES            
100    186    286    -2010.01986             3.601566       3.500737       blockblock7-012891    YES            
100    188    288    -2013.576512            6.255742       4.239084       blockblock7-012926    YES            
100    190    290    -2017.522835            10.609464      4.870989       blockblock7-013026    YES            
100    192    292    -2020.878718            14.285795      5.446652       blockblock7-013086    YES            
100    194    294    -2024.258975            21.905287      5.024425       blockblock7-013192    YES            
100    196    296    -2027.980222            25.536036      5.152697       blockblock7-013252    YES            
100    198    298    -2031.436294            29.261381      4.549863       blockblock7-013328    YES            
100    200    300    -2035.303369            35.967022      0.003687       blockblock7-013418    YES            
100    202    302    -2039.154117            37.06847       -0.006566      blockblock7-013479    YES            
100    204    304    -2042.70051             38.161551      0.001616       blockblock7-013554    YES            
100    206    306    -2045.85897             39.181693      -0.007414      blockblock7-013599    YES            
100    208    308    -2048.478014            40.12672       0.008113       blockblock7-013689    YES            
100    210    310    -2050.512986            41.075307      -0.004753      blockblock7-013764    YES            
100    212    312    -2052.213532            42.056178      0.002598       blockblock7-013824    YES            
100    214    314    -2053.805197            42.921879      -0.000876      blockblock7-013884    YES            
100    216    316    -2055.128865            43.435381      -0.000971      blockblock7-013959    YES            
100    218    318    -2056.0038              43.542777      -0.000228      blockblock7-014034    YES            
100    220    320    -2056.335188            43.367878      -0.0008        blockblock7-014109    YES            
100    222    322    -2056.086835            42.986826      0.000577       blockblock7-014184    YES            
100    224    324    -2055.501936            42.399352      0.005302       blockblock7-014289    YES            
100    226    326    -2054.837327            41.663552      0.005952       blockblock7-014364    YES            
100    228    328    -2054.129425            40.748051      -0.008192      blockblock7-014424    YES            
100    230    330    -2053.363512            39.668914      -0.003644      blockblock7-014529    YES            
100    232    332    -2052.276977            38.45439       0.002337       blockblock7-014573    YES            
100    234    334    -2050.531332            36.951826      -0.002014      blockblock7-014678    YES            
100    236    336    -2048.37761             35.023279      -0.000915      blockblock7-014713    YES            
100    238    338    -2046.309626            32.732888      0.005642       blockblock7-014848    YES            
100    240    340    -2044.913713            -28.074826     0.005888       blockblock7-014884    YES            
100    242    342    -2044.006175            -26.634812     0.00418        blockblock7-014944    YES            
100    244    344    -2043.047605            -25.244561     0.004705       blockblock7-015049    YES            
100    246    346    -2041.656971            -23.438087     -9.2e-05       blockblock7-015079    YES            
100    248    348    -2039.809857            -20.955457     0.002223       blockblock7-015199    YES            
100    250    350    -2037.99681             -17.869441     0.003182       blockblock7-015289    YES            
100    252    352    -2036.094819            -14.14385      0.0023         blockblock7-015335    YES            
100    254    354    -2034.096938            -9.206878      -0.001506      blockblock7-015410    YES            
100    256    356    -2032.476294            0.156595       -0.01892       blockblock7-015516    YES            
100    258    358    -2030.615932            0.740527       2.211556       blockblock7-015575    YES            
100    260    360    -2025.923521            4.054502       3.59651        blockblock7-015636    YES            
100    262    362    -2020.983769            7.976369       5.201009       blockblock7-015696    YES            
100    264    364    -2016.592349            13.651942      6.490797       blockblock7-015777    YES            
102    128    230    -1673.510059            2.005098       2.149055       blockblock7-015847    YES            
102    130    232    -1691.112686            8.919196       3.708933       blockblock7-015937    YES            
102    132    234    -1709.939142            36.657704      -0.000245      blockblock7-015988    YES            
102    134    236    -1728.675552            37.232377      0.022143       blockblock7-016077    YES            
102    136    238    -1746.57201             38.206026      2.786626       blockblock7-016181    YES            
102    138    240    -1764.448593            28.332719      0.009017       blockblock7-016269    YES            
102    140    242    -1782.291619            29.121733      -0.0029        blockblock7-016314    YES            
102    142    244    -1799.51411             30.134406      0.001048       blockblock7-016359    YES            
102    144    246    -1815.980792            31.179374      -0.002187      blockblock7-016464    YES            
102    146    248    -1831.748778            32.045454      -0.000829      blockblock7-016509    YES            
102    148    250    -1846.907161            32.586382      0.002213       blockblock7-016614    YES            
102    150    252    -1861.380962            32.952117      -0.003297      blockblock7-016674    YES            
102    152    254    -1874.763595            33.290264      0.001284       blockblock7-016794    YES            
102    154    256    -1887.142097            33.517004      0.000779       blockblock7-016809    YES            
102    156    258    -1898.982675            33.384481      -0.001144      blockblock7-016914    YES            
102    158    260    -1910.410653            32.776316      -0.004725      blockblock7-016974    YES            
102    160    262    -1921.601882            31.814508      0.006806       blockblock7-017079    YES            
102    162    264    -1932.149969            30.925935      0.017583       blockblock7-017139    YES            
102    164    266    -1941.077688            29.749843      0.012674       blockblock7-017229    YES            
102    166    268    -1949.403604            28.039272      0.01465        blockblock7-017289    YES            
102    168    270    -1957.812904            26.003445      0.000324       blockblock7-017364    YES            
102    170    272    -1966.375397            23.576894      0.000562       blockblock7-017439    YES            
102    172    274    -1976.048366            -21.065504     -0.000136      blockblock7-017478    YES            
102    174    276    -1984.685493            -18.831823     0.005825       blockblock7-017584    YES            
102    176    278    -1993.349496            -16.3881       0.002782       blockblock7-017674    YES            
102    178    280    -2001.641146            -13.801617     -0.001419      blockblock7-017764    YES            
102    180    282    -2008.915675            -9.764145      -0.000825      blockblock7-017824    YES            
102    182    284    -2016.388774            1.830634       1.833217       blockblock7-017871    YES            
102    184    286    -2024.045511            0.574702       2.530962       blockblock7-017960    YES            
102    186    288    -2028.291848            2.823486       3.365552       blockblock7-018025    YES            
102    188    290    -2032.291405            5.558834       4.383948       blockblock7-018131    YES            
102    190    292    -2037.056971            10.87142       5.199285       blockblock7-018186    YES            
102    192    294    -2041.218057            14.168556      5.762199       blockblock7-018291    YES            
102    194    296    -2045.116922            20.942745      5.484994       blockblock7-018336    YES            
102    196    298    -2049.758835            50.083997      0.090856       blockblock7-018420    YES            
102    198    300    -2054.097785            48.709756      -0.001502      blockblock7-018459    YES            
102    200    302    -2058.419155            42.02449       -9.1e-05       blockblock7-018534    YES            
102    202    304    -2062.739004            38.960181      -0.006017      blockblock7-018654    YES            
102    204    306    -2066.921883            39.196243      0.002662       blockblock7-018744    YES            
102    206    308    -2070.811566            39.895028      0.007581       blockblock7-018789    YES            
102    208    310    -2074.224428            40.625557      0.00053        blockblock7-018834    YES            
102    210    312    -2077.052838            41.429568      0.00516        blockblock7-018924    YES            
102    212    314    -2079.49829             42.343183      0.000405       blockblock7-018999    YES            
102    214    316    -2081.791706            43.176429      -0.00024       blockblock7-019074    YES            
102    216    318    -2083.856829            43.708018      -0.001632      blockblock7-019164    YES            
102    218    320    -2085.574784            43.903023      0.001167       blockblock7-019239    YES            
102    220    322    -2086.69551             43.853582      0.001603       blockblock7-019299    YES            
102    222    324    -2087.041659            43.59386       0.001315       blockblock7-019389    YES            
102    224    326    -2086.975957            43.140436      -0.000114      blockblock7-019434    YES            
102    226    328    -2086.831701            42.582981      3e-05          blockblock7-019509    YES            
102    228    330    -2086.618885            41.864609      -0.000701      blockblock7-019599    YES            
102    230    332    -2086.310809            40.932566      -0.000245      blockblock7-019659    YES            
102    232    334    -2085.617674            39.867092      -0.008237      blockblock7-019794    YES            
102    234    336    -2084.159747            38.392766      -0.003478      blockblock7-019824    YES            
102    236    338    -2082.276442            36.296605      0.06031        blockblock7-019933    YES            
102    238    340    -2080.514356            33.821285      0.016853       blockblock7-019992    YES            
102    240    342    -2079.136555            -28.914326     0.001253       blockblock7-020088    YES            
102    242    344    -2078.608268            -27.338543     0.003181       blockblock7-020149    YES            
102    244    346    -2078.067606            -25.927928     -0.002476      blockblock7-020194    YES            
102    246    348    -2077.055425            -24.117965     0.002955       blockblock7-020284    YES            
102    248    350    -2075.527276            -21.549782     0.001104       blockblock7-020359    YES            
102    250    352    -2074.041194            -18.449321     -0.001682      blockblock7-020419    YES            
102    252    354    -2072.438906            -14.763389     -0.001328      blockblock7-020525    YES            
102    254    356    -2070.669336            -9.893114      0.002729       blockblock7-020570    YES            
102    256    358    -2069.216986            0.377852       1.423806       blockblock7-020645    YES            
102    258    360    -2067.719037            0.855306       2.803742       blockblock7-020750    YES            
102    260    362    -2063.453275            4.088963       4.12661        blockblock7-020796    YES            
102    262    364    -2058.792416            7.70854        5.569273       blockblock7-020886    YES            
102    264    366    -2054.859049            13.216166      6.963083       blockblock7-020946    YES            
104    134    238    -1727.264571            40.293982      -0.040529      blockblock8-000015    YES            
104    136    240    -1745.978572            42.555578      3.219809       blockblock8-000131    YES            
104    138    242    -1763.909651            31.885693      0.004817       blockblock8-000174    YES            
104    140    244    -1782.515612            29.721114      0.005302       blockblock8-000294    YES            
104    142    246    -1800.531322            30.335272      -0.007506      blockblock8-000339    YES            
104    144    248    -1817.834959            31.203181      0.002875       blockblock8-000444    YES            
104    146    250    -1834.511479            31.957804      0.000551       blockblock8-000459    YES            
104    148    252    -1850.687635            32.480831      6.6e-05        blockblock8-000534    YES            
104    150    254    -1866.242228            32.886553      -0.001716      blockblock8-000669    YES            
104    152    256    -1880.652266            33.254812      0.001532       blockblock8-000714    YES            
104    154    258    -1893.986972            33.502368      -0.003105      blockblock8-000789    YES            
104    156    260    -1906.785338            33.419606      -8.2e-05       blockblock8-000834    YES            
104    158    262    -1919.21181             32.924818      0.001709       blockblock8-000968    YES            
104    160    264    -1931.402606            32.173437      0.005363       blockblock8-001014    YES            
104    162    266    -1942.843348            31.471433      0.014447       blockblock8-001119    YES            
104    164    268    -1952.416635            30.539722      -0.000955      blockblock8-001134    YES            
104    166    270    -1961.364562            30.965596      1.994296       blockblock8-001269    YES            
104    168    272    -1970.36066             27.178088      0.00236        blockblock8-001299    YES            
104    170    274    -1979.463292            27.676981      2.09053        blockblock8-001419    YES            
104    172    276    -1989.17204             -21.866754     0.000112       blockblock8-001428    YES            
104    174    278    -1998.367951            -19.457994     0.011887       blockblock8-001534    YES            
104    176    280    -2007.624404            -16.849829     0.000449       blockblock8-001609    YES            
104    178    282    -2016.552091            -14.281298     -0.002297      blockblock8-001669    YES            
104    180    284    -2024.377291            -10.150054     0.001754       blockblock8-001789    YES            
104    182    286    -2032.15613             0.827737       1.536518       blockblock8-001821    YES            
104    184    288    -2040.295668            -0.036791      2.290791       blockblock8-001940    YES            
104    186    290    -2045.012667            0.815073       3.255399       blockblock8-002015    YES            
104    188    292    -2049.460758            5.758406       4.216959       blockblock8-002061    YES            
104    190    294    -2054.920352            10.735896      5.367195       blockblock8-002121    YES            
104    192    296    -2059.809108            53.142226      0.021516       blockblock8-002190    YES            
104    194    298    -2065.771958            52.346575      0.019135       blockblock8-002280    YES            
104    196    300    -2071.366334            52.376199      0.000886       blockblock8-002334    YES            
104    198    302    -2076.454663            52.199526      0.009488       blockblock8-002454    YES            
104    200    304    -2080.970757            50.755082      -0.000163      blockblock8-002484    YES            
104    202    306    -2085.360599            46.576012      0.000341       blockblock8-002559    YES            
104    204    308    -2089.800886            42.23276       -0.008443      blockblock8-002694    YES            
104    206    310    -2094.241011            40.738938      -0.003695      blockblock8-002769    YES            
104    208    312    -2098.336031            40.966772      0.001253       blockblock8-002784    YES            
104    210    314    -2101.875731            41.597099      -0.001853      blockblock8-002904    YES            
104    212    316    -2105.047119            42.482955      0.000604       blockblock8-002934    YES            
104    214    318    -2108.055297            43.329806      0.002485       blockblock8-003039    YES            
104    216    320    -2110.874297            43.915329      0.000742       blockblock8-003084    YES            
104    218    322    -2113.416668            44.215783      -0.008149      blockblock8-003189    YES            
104    220    324    -2115.311359            44.268441      0.001026       blockblock8-003249    YES            
104    222    326    -2116.244242            44.085632      -4.9e-05       blockblock8-003309    YES            
104    224    328    -2116.706962            43.703883      1.7e-05        blockblock8-003384    YES            
104    226    330    -2117.116346            43.203684      -0.000464      blockblock8-003518    YES            
104    228    332    -2117.456287            42.601647      0.000198       blockblock8-003534    YES            
104    230    334    -2117.707399            41.758428      -2.2e-05       blockblock8-003609    YES            
104    232    336    -2117.524422            40.811203      -0.00532       blockblock8-003743    YES            
104    234    338    -2116.454537            39.498786      0.004466       blockblock8-003774    YES            
104    236    340    -2114.925787            37.400332      0.001602       blockblock8-003893    YES            
104    238    342    -2113.493937            34.898823      0.005293       blockblock8-003968    YES            
104    240    344    -2112.213231            31.952705      0.020677       blockblock8-004018    YES            
104    242    346    -2111.774698            -27.763804     -0.00323       blockblock8-004097    YES            
104    244    348    -2111.646399            -26.239853     0.000108       blockblock8-004129    YES            
104    246    350    -2111.045133            -24.422376     0.001526       blockblock8-004249    YES            
104    248    352    -2109.887544            -21.795355     0.001872       blockblock8-004309    YES            
104    250    354    -2108.795321            -18.69824      2.7e-05        blockblock8-004354    YES            
104    252    356    -2107.54592             -15.078972     -0.000166      blockblock8-004460    YES            
104    254    358    -2106.046223            -10.260076     0.000199       blockblock8-004505    YES            
104    256    360    -2104.761425            0.165483       0.020324       blockblock8-004611    YES            
104    258    362    -2103.556715            0.267513       2.500159       blockblock8-004691    YES            
104    260    364    -2099.550542            1.7739         4.143064       blockblock8-004760    YES            
104    262    366    -2095.231946            7.249034       5.664827       blockblock8-004821    YES            
104    264    368    -2091.791156            13.193673      7.262664       blockblock8-004911    YES            
106    140    246    -1780.88624             28.978915      -0.000404      blockblock8-005004    YES            
106    142    248    -1799.607024            29.95536       0.000507       blockblock8-005034    YES            
106    144    250    -1817.653627            30.941135      0.000812       blockblock8-005109    YES            
106    146    252    -1835.182714            31.674594      -0.000282      blockblock8-005184    YES            
106    148    254    -1852.343782            32.198695      -0.001978      blockblock8-005259    YES            
106    150    256    -1868.921851            32.6411        0.002904       blockblock8-005364    YES            
106    152    258    -1884.326734            33.029495      -0.000355      blockblock8-005409    YES            
106    154    260    -1898.639166            33.282034      0.004061       blockblock8-005514    YES            
106    156    262    -1912.434053            33.236531      -0.000518      blockblock8-005559    YES            
106    158    264    -1925.921897            32.860044      0.000516       blockblock8-005634    YES            
106    160    266    -1939.207531            32.254291      9e-06          blockblock8-005709    YES            
106    162    268    -1951.709287            31.642688      0.000545       blockblock8-005784    YES            
106    164    270    -1962.129254            30.802292      -7.1e-05       blockblock8-005918    YES            
106    166    272    -1971.885375            29.606038      -0.000136      blockblock8-005949    YES            
106    168    274    -1981.597747            28.058041      0.00312        blockblock8-006069    YES            
106    170    276    -1991.221518            25.970795      -0.002294      blockblock8-006144    YES            
106    172    278    -2000.851168            22.80393       -0.00062       blockblock8-006219    YES            
106    174    280    -2010.574714            -19.897162     0.003185       blockblock8-006273    YES            
106    176    282    -2020.465276            -17.059325     0.007083       blockblock8-006334    YES            
106    178    284    -2030.05574             -14.490086     0.000434       blockblock8-006409    YES            
106    180    286    -2038.505688            -10.283417     0.000947       blockblock8-006469    YES            
106    182    288    -2046.675264            0.343428       0.103388       blockblock8-006561    YES            
106    184    290    -2055.268271            0.824958       1.625724       blockblock8-006636    YES            
106    186    292    -2060.437509            -0.018294      2.855719       blockblock8-006725    YES            
106    188    294    -2065.299228            5.015425       4.08763        blockblock8-006786    YES            
106    190    296    -2071.703195            60.632149      3.120891       blockblock8-006870    YES            
106    192    298    -2078.334567            58.299281      2.015371       blockblock8-006960    YES            
106    194    300    -2084.740901            55.652231      8.4e-05        blockblock8-006984    YES            
106    196    302    -2090.888886            54.881706      0.000868       blockblock8-007059    YES            
106    198    304    -2096.550534            54.570725      -0.000646      blockblock8-007134    YES            
106    200    306    -2101.542862            53.867691      0.004637       blockblock8-007224    YES            
106    202    308    -2106.081696            51.336038      0.000469       blockblock8-007284    YES            
106    204    310    -2110.831114            45.928703      -0.000931      blockblock8-007359    YES            
106    206    312    -2115.951375            40.114647      0.004628       blockblock8-007464    YES            
106    208    314    -2120.636056            40.26749       -0.000323      blockblock8-007509    YES            
106    210    316    -2124.714285            40.823771      -0.000654      blockblock8-007584    YES            
106    212    318    -2128.370787            41.688237      -0.004643      blockblock8-007674    YES            
106    214    320    -2131.879389            42.632117      0.002062       blockblock8-007749    YES            
106    216    322    -2135.335407            43.429376      0.000788       blockblock8-007809    YES            
106    218    324    -2138.672734            43.946347      -0.001478      blockblock8-007899    YES            
106    220    326    -2141.385046            44.117066      -0.000531      blockblock8-007989    YES            
106    222    328    -2143.037818            43.990995      0.002791       blockblock8-008064    YES            
106    224    330    -2144.212065            43.657874      0.002081       blockblock8-008154    YES            
106    226    332    -2145.352431            43.243197      0.00141        blockblock8-008199    YES            
106    228    334    -2146.441115            42.689199      -0.002248      blockblock8-008319    YES            
106    230    336    -2147.442319            41.955947      0.000297       blockblock8-008334    YES            
106    232    338    -2147.933891            41.164846      -0.000473      blockblock8-008409    YES            
106    234    340    -2147.366175            39.999508      -0.000302      blockblock8-008484    YES            
106    236    342    -2146.257005            38.109295      -1.9e-05       blockblock8-008559    YES            
106    238    344    -2145.200681            35.561715      0.059389       blockblock8-008668    YES            
106    240    346    -2144.249458            32.300213      0.033517       blockblock8-008743    YES            
106    242    348    -2143.684638            25.803138      0.009628       blockblock8-008803    YES            
106    244    350    -2143.862854            -26.212818     0.002075       blockblock8-008914    YES            
106    246    352    -2143.676384            -24.414558     -5.1e-05       blockblock8-008959    YES            
106    248    354    -2142.930594            -21.75529      0.000282       blockblock8-009004    YES            
106    250    356    -2142.268327            -18.675013     3.6e-05        blockblock8-009079    YES            
106    252    358    -2141.410058            -15.130929     0.002201       blockblock8-009185    YES            
106    254    360    -2140.231504            -10.343608     0.002652       blockblock8-009245    YES            
106    256    362    -2139.197839            0.13619        -0.026667      blockblock8-009351    YES            
106    258    364    -2138.217326            -0.042034      1.439192       blockblock8-009401    YES            
106    260    366    -2134.535337            3.192636       3.588517       blockblock8-009486    YES            
106    262    368    -2130.466767            6.789581       5.595533       blockblock8-009546    YES            
106    264    370    -2127.422123            12.681337      7.358209       blockblock8-009651    YES            
108    144    252    -1815.718588            30.35203       -0.001254      blockblock8-009729    YES            
108    146    254    -1834.045131            31.404672      -0.003956      blockblock8-009774    YES            
108    148    256    -1852.126884            31.996448      -0.000499      blockblock8-009834    YES            
108    150    258    -1869.672466            32.443943      0.000578       blockblock8-009924    YES            
108    152    260    -1886.049166            32.797469      0.002496       blockblock8-010044    YES            
108    154    262    -1901.336774            32.994518      -0.000455      blockblock8-010059    YES            
108    156    264    -1916.13385             32.91951       -0.000228      blockblock8-010134    YES            
108    158    266    -1930.669128            32.570543      -0.002875      blockblock8-010209    YES            
108    160    268    -1945.036048            32.041222      5.5e-05        blockblock8-010299    YES            
108    162    270    -1958.593534            31.466737      3.3e-05        blockblock8-010359    YES            
108    164    272    -1969.899891            30.670711      0.002515       blockblock8-010493    YES            
108    166    274    -1980.545052            29.661778      0.007206       blockblock8-010554    YES            
108    168    276    -1991.051519            28.411388      0.012619       blockblock8-010629    YES            
108    170    278    -2001.308713            26.553384      0.004694       blockblock8-010719    YES            
108    172    280    -2011.454628            22.861164      0.004097       blockblock8-010749    YES            
108    174    282    -2021.734081            18.402793      0.001055       blockblock8-010824    YES            
108    176    284    -2031.899228            -17.031984     0.001433       blockblock8-010894    YES            
108    178    286    -2042.170872            -14.468521     0.001415       blockblock8-010984    YES            
108    180    288    -2051.297785            -10.180602     0.001143       blockblock8-011059    YES            
108    182    290    -2060.141742            0.289909       0.002988       blockblock8-011136    YES            
108    184    292    -2069.150435            0.037924       0.000139       blockblock8-011181    YES            
108    186    294    -2074.680442            0.905437       2.020135       blockblock8-011286    YES            
108    188    296    -2080.247687            64.985141      4.344557       blockblock8-011400    YES            
108    190    298    -2087.646203            62.823102      3.261138       blockblock8-011445    YES            
108    192    300    -2094.881848            61.229152      2.190929       blockblock8-011505    YES            
108    194    302    -2101.84531             59.80509       1.507553       blockblock8-011595    YES            
108    196    304    -2108.521076            57.521184      0.017412       blockblock8-011649    YES            
108    198    306    -2114.838793            56.726116      0.000247       blockblock8-011709    YES            
108    200    308    -2120.441445            56.277514      -0.00019       blockblock8-011784    YES            
108    202    310    -2125.385344            55.20568       6.2e-05        blockblock8-011859    YES            
108    204    312    -2130.298275            41.159525      0.00243        blockblock8-011949    YES            
108    206    314    -2136.009006            39.803664      -9.4e-05       blockblock8-012009    YES            
108    208    316    -2141.281192            39.69878       -0.002214      blockblock8-012099    YES            
108    210    318    -2145.94839             39.982627      0.000837       blockblock8-012159    YES            
108    212    320    -2150.169635            40.581897      0.003897       blockblock8-012249    YES            
108    214    322    -2154.229506            41.364729      -0.002481      blockblock8-012354    YES            
108    216    324    -2158.270648            42.190711      -0.00375       blockblock8-012414    YES            
108    218    326    -2162.270096            42.863598      0.000238       blockblock8-012459    YES            
108    220    328    -2165.670544            43.127209      -7.6e-05       blockblock8-012534    YES            
108    222    330    -2168.003893            43.021487      -5.2e-05       blockblock8-012609    YES            
108    224    332    -2169.871687            42.703797      -0.002226      blockblock8-012699    YES            
108    226    334    -2171.729388            42.338029      -0.000393      blockblock8-012759    YES            
108    228    336    -2173.554331            41.878288      0.000193       blockblock8-012834    YES            
108    230    338    -2175.338863            41.323132      -0.002951      blockblock8-012924    YES            
108    232    340    -2176.551443            40.673567      -0.005254      blockblock8-013014    YES            
108    234    342    -2176.563114            39.584141      -0.003704      blockblock8-013074    YES            
108    236    344    -2175.991481            37.818271      -0.000116      blockblock8-013134    YES            
108    238    346    -2175.433428            35.339682      0.053695       blockblock8-013258    YES            
108    240    348    -2174.949429            31.431847      0.018547       blockblock8-013333    YES            
108    242    350    -2174.91511             26.391329      0.003562       blockblock8-013423    YES            
108    244    352    -2174.803589            23.525521      0.004187       blockblock8-013498    YES            
108    246    354    -2175.007233            -24.128895     0.000349       blockblock8-013564    YES            
108    248    356    -2174.695174            -21.480275     0.000624       blockblock8-013624    YES            
108    250    358    -2174.473328            -18.428636     -0.000645      blockblock8-013684    YES            
108    252    360    -2174.020358            -14.938221     0.001159       blockblock8-013745    YES            
108    254    362    -2173.212566            -10.134016     0.000283       blockblock8-013805    YES            
108    256    364    -2172.498286            0.079521       0.008307       blockblock8-013896    YES            
108    258    366    -2171.811692            0.115092       0.02114        blockblock8-013971    YES            
108    260    368    -2168.337666            0.016417       2.35792        blockblock8-014096    YES            
108    262    370    -2164.537658            6.370546       5.33478        blockblock8-014166    YES            
108    264    372    -2161.85241             12.059269      7.324901       blockblock8-014241    YES            
108    266    374    -2159.021835            14.587104      8.346254       blockblock8-014286    YES            
108    268    376    -2156.297993            89.007148      0.007298       blockblock8-014353    YES            
108    270    378    -2153.717412            87.758405      0.010515       blockblock8-014428    YES            
108    272    380    -2151.107934            86.706271      0.000225       blockblock8-014488    YES            
110    148    258    -1850.015126            32.08001       0.00255        blockblock8-014589    YES            
110    150    260    -1868.180195            32.347087      0.000357       blockblock8-014634    YES            
110    152    262    -1885.172657            32.410659      -1.1e-05       blockblock8-014709    YES            
110    154    264    -1901.129164            32.253657      2.5e-05        blockblock8-014784    YES            
110    156    266    -1916.74776             32.026427      -0.000637      blockblock8-014859    YES            
110    158    268    -1932.26611             31.754061      -0.003582      blockblock8-014993    YES            
110    160    270    -1947.703363            31.423758      -0.002053      blockblock8-015009    YES            
110    162    272    -1962.332316            30.968945      0.018671       blockblock8-015099    YES            
110    164    274    -1974.676853            30.265628      0.169962       blockblock8-015174    YES            
110    166    276    -1986.427573            29.337129      0.003253       blockblock8-015293    YES            
110    168    278    -1997.994423            28.237717      0.003984       blockblock8-015368    YES            
110    170    280    -2009.163229            26.379496      0.019876       blockblock8-015404    YES            
110    172    282    -2020.476255            21.701103      -0.000754      blockblock8-015518    YES            
110    174    284    -2031.649784            18.567237      0.0797         blockblock8-015598    YES            
110    176    286    -2042.00978             15.166095      0.060122       blockblock8-015658    YES            
110    178    288    -2052.930633            -14.2527       0.002056       blockblock8-015709    YES            
110    180    290    -2062.764864            -9.849082      -0.000104      blockblock8-015754    YES            
110    182    292    -2072.381993            0.022393       -6.7e-05       blockblock8-015875    YES            
110    184    294    -2081.886513            0.035908       4.3e-05        blockblock8-015936    YES            
110    186    296    -2087.958677            -0.02505       1.1e-05        blockblock8-016040    YES            
110    188    298    -2093.974954            67.578515      4.917837       blockblock8-016125    YES            
110    190    300    -2102.036919            65.502916      4.010785       blockblock8-016185    YES            
110    192    302    -2109.978665            62.921821      0.009077       blockblock8-016215    YES            
110    194    304    -2117.63108             62.616079      1.550173       blockblock8-016350    YES            
110    196    306    -2124.803646            60.806475      0.389504       blockblock8-016395    YES            
110    198    308    -2131.663108            58.827834      0.075517       blockblock8-016455    YES            
110    200    310    -2137.934348            58.287412      -0.006025      blockblock8-016515    YES            
