Z      N      A      E_oct(MeV)          BE_gs(MeV)          BE_control(MeV)     beta3_gs       beta2_gs       Q20_control (b)
96     258    354    -0.032193           -2059.668487        -2059.636294        0.040175       0.007237       0.098136       
96     260    356    -0.43549            -2057.481373        -2057.045883        0.060389       0.021844       0.162145       
96     262    358    -1.469125           -2055.109106        -2053.639981        0.082825       0.039346       0.302972       
98     126    224    -0.52586            -1649.86187         -1649.33601         0.085255       0.021354       0.0            
98     128    226    -1.756678           -1667.268358        -1665.51168         0.127626       0.055329       31.50007       
98     130    228    -0.55956            -1685.058018        -1684.498458        0.172142       0.097318       30.606069      
98     162    260    -0.001338           -1914.499709        -1914.498371        0.049119       0.259124       30.824822      
98     164    262    -0.006303           -1923.604171        -1923.597868        0.067666       0.248061       29.043779      
98     166    264    -0.017954           -1932.557224        -1932.53927         0.069763       0.227677       26.337885      
98     182    280    -0.59181            -2002.260376        -2001.668566        0.065073       0.024887       0.20134        
98     184    282    -0.590209           -2010.040387        -2009.450178        0.082764       0.024427       0.029483       
98     186    284    -1.80068            -2015.887835        -2014.087155        0.109282       0.037131       0.051311       
98     188    286    -3.73944            -2021.732436        -2017.992996        0.13747        0.058022       0.176767       
98     190    288    -4.487396           -2027.636797        -2023.149401        0.135464       0.073124       49.033964      
98     192    290    -3.743              -2032.821707        -2029.078707        0.147702       0.08176        41.261225      
98     194    292    -1.882649           -2036.939719        -2035.05707         0.157577       0.091035       40.125141      
98     196    294    -0.157361           -2040.959367        -2040.802006        0.221596       0.152872       39.373238      
98     256    354    -0.434903           -2094.99397         -2094.559067        0.060274       0.022139       0.250108       
98     258    356    -0.442082           -2094.811017        -2094.368935        0.071209       0.015618       0.192515       
98     260    358    -1.176914           -2093.312207        -2092.135293        0.084521       0.028625       0.315759       
98     262    360    -2.403145           -2091.497685        -2089.09454         0.101643       0.043105       0.740831       
100    126    226    -0.745118           -1646.40585         -1645.660732        -0.089194      0.017655       0.0            
100    128    228    -0.969458           -1664.396348        -1663.42689         0.124287       0.041724       34.495699      
100    162    262    -0.000467           -1925.811686        -1925.811219        0.027582       0.258852       31.645002      
100    164    264    -0.007041           -1935.61778         -1935.610739        0.066662       0.249053       29.638529      
100    166    266    -0.013602           -1945.21325         -1945.199648        0.070227       0.232116       27.350977      
100    168    268    -0.023276           -1954.678892        -1954.655616        0.06829        0.216775       25.407532      
100    182    282    -0.712416           -2018.280238        -2017.567822        0.07715        0.02369        -4.200012      
100    184    284    -0.998288           -2026.693937        -2025.695649        0.094997       0.021053       0.03794        
100    186    286    -2.24012            -2033.141705        -2030.901585        0.11604        0.029949       0.069191       
100    188    288    -3.458406           -2039.41061         -2035.952204        0.130397       0.045398       51.839077      
100    190    290    -3.041512           -2045.875855        -2042.834343        0.166927       0.070895       52.153545      
100    192    292    -2.441193           -2051.809043        -2049.36785         0.154735       0.081525       52.34579       
100    194    294    -1.29811            -2056.669626        -2055.371516        0.163636       0.087384       50.652672      
100    196    296    -0.022583           -2061.454072        -2061.431489        0.224923       0.15239        42.69872       
100    256    356    -0.711065           -2128.699235        -2127.98817         0.074233       0.021951       0.415622       
100    258    358    -0.806084           -2128.900348        -2128.094264        0.083247       0.020512       0.26033        
100    260    360    -1.573824           -2127.80014         -2126.226316        0.09621        0.026523       0.447577       
100    262    362    -2.767741           -2126.327731        -2123.55999         0.111288       0.039458       -1.908308      
100    264    364    -3.578609           -2125.095186        -2121.516577        0.126155       0.055766       12.37237       
102    128    230    -0.723957           -1659.97956         -1659.255603        0.116818       0.025901       -28.041463     
102    134    236    -0.006221           -1719.214305        -1719.208084        0.110202       0.362852       36.654353      
102    136    238    -0.000528           -1737.977893        -1737.977365        0.086118       0.33504        34.33196       
102    162    264    0.002221            -1935.723202        -1935.725423        0.037676       0.257247       31.650589      
102    164    266    -0.001999           -1946.291211        -1946.289212        0.066389       0.248932       30.002041      
102    166    268    -0.004072           -1956.435239        -1956.431167        0.070223       0.236044       28.272273      
102    168    270    -0.000174           -1966.354539        -1966.354365        0.049369       0.215162       26.569155      
102    182    284    -0.496267           -2032.824977        -2032.32871         0.081087       0.011189       -5.289849      
102    184    286    -0.995559           -2041.818007        -2040.822448        0.094026       0.008404       0.044871       
102    186    288    -2.077346           -2048.660126        -2046.58278         0.114046       0.017523       0.083623       
