Z      N      A      Binding_Energy_(MeV)    beta2_total    beta3_total    fileID    Convergence    
112    214    326    -2221.274137            0.226693       0.010001       271       YES            
112    248    360    -2276.981976            0.354873       0.010001       272       YES            
112    250    362    -2278.488303            0.353103       0.01           273       YES            
112    264    376    -2282.71772             -0.030646      0.01           274       YES            
112    266    378    -2282.241862            -0.049268      0.01           275       YES            
112    268    380    -2281.431694            0.07477        0.01           276       NO             
112    270    382    -2281.218101            0.089464       0.01           277       YES            
114    190    304    -2142.650402            -0.056534      0.01           406       YES            
114    192    306    -2151.017278            -0.109831      0.01           407       YES            
114    194    308    -2159.429591            0.095049       0.01           408       YES            
114    196    310    -2168.162643            0.110229       0.01           409       YES            
114    198    312    -2176.578481            0.122333       0.01           410       YES            
114    240    354    -2294.455174            0.138408       0.01           278       YES            
114    242    356    -2296.940208            0.126178       0.01           279       YES            
114    244    358    -2299.25597             0.116527       0.010001       280       YES            
114    264    378    -2312.100254            -0.029202      0.01           281       YES            
114    266    380    -2311.806055            -0.046175      0.01           282       YES            
114    268    382    -2311.530664            -0.054919      0.01           283       YES            
114    270    384    -2311.389562            0.078576       0.009998       284       NO             
114    272    386    -2311.356188            0.089779       0.01           411       YES            
114    278    392    -2311.771812            0.252488       0.01           285       YES            
116    162    278    -1974.935709            0.200569       0.01           286       YES            
116    164    280    -1991.360698            0.19217        0.01           287       YES            
116    168    284    -2020.949372            0.172207       0.01           288       YES            
116    170    286    -2034.937386            0.155242       0.010001       289       YES            
116    190    306    -2152.287616            -0.055728      0.01           290       YES            
116    192    308    -2161.317878            -0.101227      0.01           412       NO             
116    194    310    -2170.160809            -0.10515       0.01           291       YES            
116    196    312    -2179.169391            0.093562       0.01           292       YES            
116    198    314    -2188.077565            0.103128       0.009999       293       YES            
116    214    330    -2253.824556            0.23277        0.01           294       YES            
116    236    352    -2310.620381            0.160083       0.01           295       YES            
116    240    356    -2316.887289            0.136392       0.01           296       YES            
116    242    358    -2319.864448            0.122474       0.01           297       YES            
116    264    380    -2340.021712            -0.027097      0.009999       298       YES            
116    266    382    -2340.206617            -0.044922      0.01           299       YES            
116    268    384    -2340.372115            -0.053239      0.01           300       YES            
116    270    386    -2340.335425            0.06909        0.01           301       NO             
116    272    388    -2341.839046            0.312388       0.01           302       YES            
116    280    396    -2341.968059            0.254636       0.01           303       YES            
116    282    398    -2341.789727            0.248495       0.01           304       YES            
116    292    408    -2340.003256            0.203395       0.01           305       YES            
116    298    414    -2336.592863            0.203256       0.01           306       YES            
116    300    416    -2335.074816            0.202885       0.01           307       YES            
118    162    280    -1972.081182            0.207132       0.01           308       YES            
118    164    282    -1989.123356            0.195262       0.01           309       YES            
118    166    284    -2004.997934            0.182087       0.010001       310       YES            
118    188    306    -2150.229769            -0.000123      0.01           311       YES            
118    190    308    -2160.203312            -0.05759       0.009999       312       YES            
118    192    310    -2170.120265            -0.103643      0.01           313       YES            
118    194    312    -2179.491547            -0.107263      0.009989       314       NO             
118    196    314    -2188.576936            0.082514       0.01           315       YES            
118    198    316    -2198.026234            0.091205       0.01           413       YES            
118    200    318    -2207.237062            0.096708       0.01           316       YES            
118    204    322    -2227.501523            0.276393       0.010001       317       YES            
118    210    328    -2252.554067            0.24395        0.01           318       YES            
118    212    330    -2260.401036            0.236363       0.01           319       YES            
118    238    356    -2333.673479            0.151408       0.01           320       YES            
118    264    382    -2366.384845            -0.026255      0.010001       321       YES            
118    266    384    -2367.052483            -0.044685      0.01           322       YES            
118    268    386    -2367.701243            -0.053356      0.01           323       YES            
118    270    388    -2368.022647            -0.058716      0.01           324       YES            
118    272    390    -2369.699072            0.302317       0.01           325       YES            
118    274    392    -2370.487422            0.292344       0.01           326       YES            
118    280    398    -2371.310519            0.260982       0.01           327       YES            
118    282    400    -2371.506042            0.255858       0.01           328       YES            
118    284    402    -2371.490263            0.247902       0.010001       329       YES            
118    288    406    -2371.747791            0.205284       0.010001       330       YES            
118    290    408    -2371.552886            0.203188       0.01           331       YES            
118    292    410    -2371.209629            0.202479       0.01           332       YES            
118    296    414    -2369.96385             0.201442       0.01           333       YES            
118    298    416    -2369.011927            0.200898       0.01           334       YES            
118    300    418    -2367.872746            0.200177       0.01           335       YES            
120    166    286    -2002.003706            -0.361094      0.01           336       YES            
120    188    308    -2155.918274            -0.17406       0.01           337       YES            
120    190    310    -2166.764437            -0.178514      0.01           338       YES            
120    192    312    -2177.215538            -0.181813      0.01           339       YES            
120    194    314    -2187.317434            -0.184667      0.01           340       YES            
120    196    316    -2197.119871            -0.187135      0.01           341       YES            
120    198    318    -2206.63651             -0.190186      0.01           414       YES            
120    200    320    -2215.877193            -0.192482      0.01           342       YES            
120    208    328    -2255.568885            0.259822       0.01           343       YES            
120    210    330    -2264.162649            0.248035       0.01           344       YES            
120    262    382    -2390.644584            -0.000669      0.01           345       YES            
120    264    384    -2391.139134            -0.004944      0.01           346       YES            
120    266    386    -2392.2927              -0.045241      0.01           347       YES            
120    268    388    -2393.399827            -0.059019      0.01           348       YES            
120    270    390    -2394.854521            0.30761        0.01           349       YES            
120    272    392    -2396.162974            0.294972       0.009999       350       YES            
120    274    394    -2397.345463            0.286873       0.01           351       YES            
120    282    402    -2400.061442            0.257684       0.009999       352       YES            
120    284    404    -2400.393426            0.252241       0.009999       353       YES            
120    286    406    -2400.62771             0.245049       0.010001       354       YES            
120    288    408    -2400.782107            0.214806       0.01           355       YES            
120    290    410    -2401.166248            0.203204       0.01           356       YES            
120    298    418    -2400.208927            0.197714       0.01           357       YES            
