Z      N      A      E_soft(MeV)         BE_b3=0 (MeV)       BE_b3=0.01 (MeV)    beta2          beta3 (0.01)   delta_beta2    CONV     
100    192    292    0.077109            -2043.943065        -2043.865956        0.118647       0.01           0.014221       YES
100    194    294    0.068496            -2049.059682        -2048.991186        0.141678       0.01           0.005811       YES
100    196    296    0.088465            -2054.125703        -2054.037238        0.162618       0.01           0.002398       YES
100    198    298    0.122771            -2059.093264        -2058.970493        0.181396       0.01           -0.00059       YES
100    260    360    0.157022            -2101.776549        -2101.619527        -0.001167      0.01           -0.00119       YES
100    262    362    0.192514            -2098.894137        -2098.701623        0.041634       0.01           -0.001344      YES
100    264    364    0.301393            -2096.683359        -2096.381966        0.063032       0.01           -0.00449       YES
102    128    230    -0.013498           -1680.777335        -1680.790833        -0.007036      0.01           -0.041696      YES
102    130    232    0.373196            -1699.80371         -1699.430514        -0.274389      0.01           -0.64628       YES
102    132    234    0.408939            -1718.40803         -1717.999091        -0.280667      0.01           -0.64401       YES
102    184    286    -0.009607           -2043.190627        -2043.200234        -0.000267      0.01           -0.003569      YES
102    186    288    -0.016723           -2048.171843        -2048.188566        5e-06          0.01           -0.017282      YES
102    188    290    -0.028636           -2052.323654        -2052.35229         0.003004       0.01           -0.043684      YES
102    190    292    0.026308            -2057.727155        -2057.700847        0.095236       0.010003       0.017855       NO
102    192    294    0.076153            -2063.510955        -2063.434802        0.124548       0.01           0.02064        YES
102    194    296    0.098842            -2069.369835        -2069.270993        0.14722        0.01           0.009125       YES
102    196    298    0.083583            -2075.140849        -2075.057266        0.165696       0.01           -0.001907      YES
102    260    362    0.16437             -2136.340554        -2136.176184        -0.000333      0.01           -0.003471      YES
102    262    364    0.170837            -2133.681839        -2133.511002        0.040122       0.01           0.019824       YES
102    264    366    0.267055            -2131.76079         -2131.493735        0.064965       0.01           -0.000462      NO
104    184    288    -0.005921           -2058.78092         -2058.786841        -8e-06         0.01           -0.000419      YES
104    186    290    -0.015454           -2064.358207        -2064.373661        -2e-06         0.01           -0.010446      YES
104    188    292    -0.021015           -2069.093904        -2069.114919        0.005526       0.01           -0.037357      YES
104    190    294    0.085671            -2075.161529        -2075.075858        0.096431       0.01           0.021373       NO
104    192    296    0.056138            -2081.481876        -2081.425738        0.127618       0.01           0.029866       YES
104    194    298    0.256109            -2088.166195        -2087.910086        0.320849       0.01           0.175712       YES
104    196    300    0.059573            -2094.386569        -2094.326996        0.170527       0.01           -0.009204      YES
104    260    364    0.138939            -2169.848688        -2169.709749        0.000169       0.01           -0.001686      YES
104    262    366    0.120487            -2167.383869        -2167.263382        0.035297       0.01           0.021998       YES
104    264    368    0.245847            -2165.728196        -2165.482349        0.063836       0.01           0.001918       YES
106    184    290    -0.002292           -2073.131576        -2073.133868        -1.4e-05       0.01           0.000635       YES
106    186    292    -0.003601           -2079.313035        -2079.316636        0.000532       0.01           -0.004171      YES
106    188    294    -0.006698           -2084.644989        -2084.651687        0.007068       0.01           -0.031574      YES
106    190    296    0.067043            -2091.147294        -2091.080251        0.093822       0.01           0.025337       YES
106    192    298    0.09312             -2098.04755         -2097.95443         0.127007       0.01           -0.248247      YES
106    194    300    0.042845            -2105.048837        -2105.005992        0.156164       0.01           -0.210928      YES
106    196    302    0.032677            -2112.070979        -2112.038302        0.176357       0.01           -0.17935       YES
106    260    366    0.144775            -2202.321967        -2202.177192        0.000382       0.01           -0.000399      YES
106    262    368    0.130781            -2200.110146        -2199.979365        0.000321       0.01           -0.006599      YES
106    264    370    0.141178            -2198.593652        -2198.452474        0.06102        0.01           0.004981       NO
108    186    294    0.000392            -2093.036949        -2093.036557        -0.000376      0.01           -0.001554      YES
108    188    296    0.002491            -2098.98136         -2098.978869        -0.00413       0.01           -0.406939      YES
108    190    298    0.02812             -2105.828854        -2105.800734        0.088027       0.01           -0.305058      YES
108    192    300    0.081842            -2113.189012        -2113.10717         0.122069       0.01           -0.262843      YES
108    194    302    0.096799            -2120.762666        -2120.665867        0.153982       0.01           -0.224233      YES
108    262    370    0.142147            -2231.863214        -2231.721067        0.000855       0.01           -0.002697      YES
108    264    372    0.148769            -2230.386237        -2230.237468        0.055144       0.01           0.006778       YES
108    266    374    0.162665            -2229.128929        -2228.966264        0.077607       0.01           0.007414       YES
108    268    376    0.227507            -2228.012824        -2227.785317        0.097106       0.01           0.0093         YES
108    270    378    0.203837            -2227.107232        -2226.903395        0.114631       0.01           0.00662        YES
108    272    380    0.240495            -2226.365967        -2226.125472        0.129839       0.01           -0.007415      YES
110    188    298    0.01996             -2112.093618        -2112.073658        -0.002319      0.01           -0.413051      YES
110    190    300    0.035432            -2119.245973        -2119.210541        0.07923        0.01           -0.321572      YES
110    192    302    0.044078            -2127.012925        -2126.968847        0.112555       0.01           -0.280235      YES
110    194    304    0.063218            -2134.979629        -2134.916411        0.141476       0.01           -0.244725      YES
110    264    374    0.144268            -2261.130167        -2260.985899        0.044372       0.01           0.007264       YES
110    266    376    0.195674            -2260.110605        -2259.914931        0.071211       0.01           0.008915       NO
110    268    378    0.197259            -2259.234139        -2259.03688         0.091479       0.01           0.01109        NO
110    270    380    0.163377            -2258.57109         -2258.407713        0.109503       0.01           -0.263066      YES
110    272    382    0.232896            -2258.079014        -2257.846118        0.125399       0.01           -0.242577      YES
112    188    300    0.38074             -2124.94027         -2124.55953         0.384743       0.01           -0.038359      YES
112    190    302    0.046186            -2131.431686        -2131.3855          0.067456       0.01           -0.341467      YES
112    192    304    0.713139            -2140.035854        -2139.322715        -0.318169      0.01           -0.725796      YES
112    194    306    0.079132            -2147.843921        -2147.764789        0.125123       0.01           -0.268901      YES
112    196    308    0.076529            -2156.162899        -2156.08637         0.152079       0.01           -0.236053      YES
112    198    310    0.1609              -2163.003824        -2162.842924        -0.234507      0.01           -0.616516      YES
112    216    328    0.290396            -2228.133376        -2227.84298         0.228694       0.01           -0.017755      YES
112    264    376    0.164382            -2290.950131        -2290.785749        0.001924       0.01           -0.034016      YES
112    266    378    0.112386            -2290.056538        -2289.944152        0.061527       0.01           0.007357       NO
112    268    380    0.151993            -2289.378565        -2289.226572        0.083127       0.01           0.011349       NO
112    270    382    0.202346            -2288.907346        -2288.705           0.101636       0.01           -0.266218      NO
112    272    384    0.170208            -2288.625768        -2288.45556         0.118654       0.01           -0.243926      YES
114    190    304    -0.045355           -2142.44427         -2142.489625        -0.052223      0.01           -0.476074      YES
114    192    306    0.022951            -2150.82831         -2150.805359        0.08555        0.01           -0.327395      YES
114    194    308    0.035709            -2159.437013        -2159.401304        0.108904       0.01           -0.29703       YES
114    196    310    0.076731            -2168.068581        -2167.99185         0.130582       0.01           -0.269561      YES
114    198    312    0.198685            -2176.062323        -2175.863638        -0.230167      0.01           -0.62445       YES
114    200    314    0.183134            -2184.036381        -2183.853247        -0.237816      0.01           -0.625494      YES
114    266    380    0.154378            -2318.968336        -2318.813958        0.046171       0.01           0.002922       YES
114    268    382    0.179799            -2318.489901        -2318.310102        0.071639       0.01           0.009329       NO
114    270    384    0.16305             -2318.178667        -2318.015617        0.09044        0.01           -0.285868      YES
114    272    386    0.11192             -2318.075961        -2317.964041        0.110502       0.01           -0.257042      YES
114    280    394    0.223465            -2320.084764        -2319.861299        0.190086       0.01           -0.034958      YES
114    282    396    0.367947            -2320.349065        -2319.981118        0.195033       0.01           -0.03581       YES
114    288    402    0.754249            -2320.167595        -2319.413346        0.205571       0.01           -0.037402      YES
116    190    306    0.017321            -2152.096707        -2152.079386        -0.045294      0.01           -0.103005      YES
116    192    308    0.041701            -2160.961923        -2160.920222        -0.074203      0.01           0.281806       NO
116    194    310    0.099387            -2170.010572        -2169.911185        -0.207863      0.01           0.151842       YES
116    196    312    0.10404             -2178.956116        -2178.852076        -0.216043      0.01           -0.632378      YES
116    198    314    0.138007            -2187.651065        -2187.513058        -0.225188      0.01           -0.636205      NO
116    266    382    0.189023            -2346.850185        -2346.661162        0.003165       0.01           -0.042648      YES
116    268    384    0.111364            -2346.52674         -2346.415376        0.055956       0.01           0.005705       YES
116    270    386    0.162919            -2346.37494         -2346.212021        0.077711       0.01           0.002916       NO
116    272    388    0.456257            -2346.749725        -2346.293468        -0.28847       0.01           -0.395945      YES
116    282    398    0.28338             -2350.146275        -2349.862895        0.191634       0.01           -0.035492      YES
116    284    400    0.405103            -2350.561575        -2350.156472        0.196097       0.01           -0.036118      YES
118    190    308    0.008442            -2160.174648        -2160.166206        -0.039251      0.01           -0.09214       YES
118    192    310    0.040354            -2169.665556        -2169.625202        -0.068365      0.01           0.29182        NO
118    194    312    0.113931            -2179.25367         -2179.139739        -0.200309      0.01           0.163626       YES
118    196    314    0.068391            -2188.684687        -2188.616296        -0.208376      0.01           0.159374       YES
118    202    320    0.138904            -2215.751836        -2215.612932        -0.249748      0.01           0.129623       YES
118    266    384    0.194114            -2373.460639        -2373.266525        0.002211       0.01           -0.037384      YES
118    268    386    0.162386            -2373.349344        -2373.186958        0.028262       0.01           -0.017539      YES
118    270    388    0.089426            -2373.373275        -2373.283849        0.059718       0.01           0.00698        YES
118    272    390    0.360654            -2374.161681        -2373.801027        -0.297249      0.01           -0.389656      YES
120    190    310    -0.002767           -2166.533667        -2166.536434        9e-06          0.01           -0.04731       YES
120    192    312    0.063987            -2176.875872        -2176.811885        -0.186757      0.01           0.179794       YES
120    194    314    0.054808            -2187.090358        -2187.03555         -0.193174      0.01           0.17712        YES
120    216    336    0.193665            -2288.751856        -2288.558191        0.226422       0.01           -0.016114      YES
120    240    360    1.448993            -2360.056839        -2358.607846        0.404708       0.01           -0.07374       YES
120    264    384    0.190164            -2398.166671        -2397.976507        0.000684       0.01           -0.023432      YES
120    266    386    0.19044             -2398.535873        -2398.345433        0.001317       0.01           -0.035606      YES
120    268    388    0.160341            -2398.811613        -2398.651272        0.003685       0.01           -0.043525      YES
120    270    390    0.159034            -2399.039122        -2398.880088        -0.035087      0.01           -0.080267      YES
120    272    392    0.785049            -2400.176842        -2399.391793        -0.247294      0.01           -0.297694      YES
